keys,en,ru
MOD_DESC_PHRASE_SHIFT_PARAM,Current settings: finale scroll %d%%; loud/quiet visibility band %d px.,Текущие настройки: прокрутка в финале %d%%; полоса видимости тихо/громко %d px.
MOD_ABBR_PS,PS,СФ
MOD_PARAM_PHRASE_SHIFT_HEAT_SCROLL,Finale scroll speed,Скорость скролла в финале
MOD_PARAM_PHRASE_SHIFT_HIDDEN_BAND,Loud/quiet visibility band,Полоса видимости (тихо/громко)
MOD_TITLE_GROOVE_LOCK,Groove Lock,Захват грува
MOD_DESC_GROOVE_LOCK,"Groovy sections become more demanding. During the most rhythmic parts, scroll speeds up, hit windows tighten, and visibility shrinks.","Грувовые участки становятся требовательнее. Во время самых ритмичных секций увеличивается скорость прокрутки, сужаются окна попадания и уменьшается область видимости."
MOD_DESC_GROOVE_LOCK_PARAM,Current settings: %d%% scroll; %d%% timing; %d px visibility band on groove sections.,Текущие настройки: %d%% прокрутка; %d%% тайминг; полоса видимости %d px на качающих секциях.
MOD_ABBR_GL,GL,ЗГ
MOD_PARAM_GROOVE_LOCK_SCROLL,Scroll on groove sections,Прокрутка на качающих секциях
MOD_PARAM_GROOVE_LOCK_TIMING,Timing on groove sections,Тайминг на качающих секциях
MOD_PARAM_GROOVE_LOCK_BAND,Visibility on groove sections,Видимость на качающих секциях
MOD_TITLE_ADAPTIVE,Adaptive,Адаптив
MOD_DESC_ADAPTIVE,"The challenge adapts to each section of the song. Rhythm DNA automatically picks one effect — faster music, faster scroll, or limited visibility — based on what fits the current section.","Испытание подстраивается под каждую секцию песни. Rhythm DNA автоматически выбирает один эффект — ускорение музыки, ускорение прокрутки или ограниченную видимость — в зависимости от особенностей текущего участка."
MOD_DESC_ADAPTIVE_PARAM,Current settings: Heat-like scroll %d%%; hidden band %d px; song speed %d%%.,Текущие настройки: прокрутка как «Разгон» %d%%; скрытая полоса %d px; скорость песни %d%%.
MOD_ABBR_AD,AD,АД
MOD_PARAM_ADAPTIVE_HEAT_SCROLL,Adaptive scroll boost,Буст скролла
MOD_PARAM_ADAPTIVE_HIDDEN_BAND,Adaptive hidden band,Скрытая полоса видимости
MOD_PARAM_ADAPTIVE_SPEED,Adaptive song speed,Скорость песни
MOD_TITLE_MIRROR_MODE,Mirror,Зеркало
MOD_DESC_MIRROR_MODE,"Left and right lanes swap for the whole track — notes on the left appear on the right, and vice versa.","Левые и правые линии меняются местами на весь трек — ноты слева оказываются справа и наоборот."
MOD_ABBR_MR,MR,ЗК
MOD_TITLE_SHUFFLE_MODE,Shuffle,Перестановка
MOD_DESC_SHUFFLE_MODE,"Lanes get a new key layout for the whole track. The mapping stays the same until the song ends.","Линии получают новую раскладку клавиш на весь трек. Расположение остаётся неизменным до конца песни."
MOD_ABBR_SF,SF,ПС
MOD_TITLE_RANDOM_MODE,Random lanes,Случайные линии
MOD_DESC_RANDOM_MODE,"Lane layout changes during the song. A new mapping is applied several times over the track.","Раскладка линий меняется во время песни. Новое расположение применяется несколько раз за трек."
MOD_ABBR_RN,RN,СЛ
GAME_NOTICE_LANES_REMAPPED,Lanes shuffled,Линии перемешаны
GAME_NOTICE_LANES_REMAPPED_DNA,New section — lanes shuffled,Новая секция — линии перемешаны
GAME_NOTICE_COMBO_ESCALATION,Escalation: %s,Эскалация: %s
MOD_TITLE_COMBO_ESCALATION,Combo escalation,Эскалация по комбо
MOD_DESC_COMBO_ESCALATION,"Starts with a random hardening modifier; every ~5% of chart notes hit (min. 25) it swaps to another.","Старт со случайным модом усложнения; каждые ~5% попаданий по чарту (мин. 25) — смена на другой."
MOD_ABBR_CE,CE,ЭК
MOD_TITLE_METRONOME_ONLY,Metronome only,Только метроном
MOD_DESC_METRONOME_ONLY,"The song is muted; you hear only metronome clicks on the chart beat grid — same timing as the falling notes.","Песня без звука — слышен только метроном по сетке ударов чарта, в том же ритме, что и падающие ноты."
MOD_TITLE_HEAT,Heat,Разгон
MOD_DESC_HEAT,"Scroll speed rises with combo length. After a miss, it gradually returns to normal.","Скорость прокрутки растёт вместе с длиной комбо. После промаха она постепенно возвращается к обычному значению."
MOD_DESC_HEAT_PARAM,"Every %d combo → up to %d%% scroll at %d combo.","Каждые %d комбо → до %d%% прокрутки при %d комбо."
MOD_DESC_HEAT_PARAM_CHART,"Every %.0f%% hits → up to %d%% scroll at %.0f%%.","Каждые %.0f%% попаданий → до %d%% прокрутки при %.0f%% чарта."
MOD_TITLE_SPOTLIGHT,Spotlight,Прожектор
MOD_DESC_SPOTLIGHT,"Only the area around the hit line stays visible. The rest of the lanes are dimmed.","Видимой остаётся только область возле линии попадания. Остальная часть дорожек затемняется."
MOD_DESC_SPOTLIGHT_PARAM,"Visible band %d px, darkness %d%%.","Видимая полоса %d px, затемнение %d%%."
MOD_TITLE_SILENCE,Silence,Тишина
MOD_DESC_SILENCE,"Music drops out completely from time to time. For short stretches, notes and your internal sense of rhythm are all you have.","Музыка периодически полностью пропадает. На коротких участках ориентиром остаются только ноты и внутреннее чувство ритма."
MOD_DESC_SILENCE_PARAM,"Every %.0f s, mute %.1f–%.1f s.","Каждые %.0f с — тишина %.1f–%.1f с."
MOD_DESC_SILENCE_PARAM_TRACK,"Every %.0f%% of track, mute %.1f–%.1f s.","Каждые %.0f%% трека — тишина %.1f–%.1f с."
MOD_ABBR_HE,HE,РГ
MOD_ABBR_SP,SP,ПР
MOD_ABBR_SI,SI,ТШ
MOD_SUBCAT_HARD_AUDIO,Audio,Звук
MOD_PARAM_HEAT_STEP_MODE,Growth step,Шаг роста
MOD_PARAM_HEAT_STEP_COMBO,Every N combo,Каждые N комбо
MOD_PARAM_HEAT_STEP_CHART,Every N% of hits,Каждые N% попаданий
MOD_PARAM_HEAT_MAX_SPEED,Max scroll speed,Макс. скорость
MOD_PARAM_HEAT_PEAK_COMBO,Max at combo,Макс. при комбо
MOD_PARAM_HEAT_PEAK_CHART,Max at chart %,Макс. при N% чарта
MOD_PARAM_HEAT_TIER1,Combo tier 1,Порог комбо 1
MOD_PARAM_HEAT_TIER2,Combo tier 2,Порог комбо 2
MOD_PARAM_HEAT_TIER3,Combo tier 3,Порог комбо 3
MOD_PARAM_HEAT_MULT_TIER1,Scroll tier 1,Скорость уровень 1
MOD_PARAM_HEAT_MULT_TIER2,Scroll tier 2,Скорость уровень 2
MOD_PARAM_HEAT_MULT_TIER3,Scroll tier 3,Скорость уровень 3
MOD_PARAM_SILENCE_SCHEDULE_MODE,Silence schedule,Расписание тишины
MOD_PARAM_SILENCE_SCHEDULE_SECONDS,Every N seconds,Каждые N секунд
MOD_PARAM_SILENCE_SCHEDULE_TRACK,Every N% of track,Каждые N% трека
MOD_PARAM_SILENCE_INTERVAL_TRACK,Track interval,Интервал по треку
MOD_PARAM_SILENCE_INTERVAL,Silence interval,Интервал тишины
MOD_PARAM_SILENCE_DURATION_MIN,Min silence duration,Мин. длительность тишины
MOD_PARAM_SILENCE_DURATION_MAX,Max silence duration,Макс. длительность тишины
MOD_PARAM_SPOTLIGHT_DARKNESS,Darkness,Затемнение
MOD_PARAM_SILENCE_METRONOME,Metronome during silence,Метроном во время тишины
MOD_PARAM_SPOTLIGHT_BAND,Visible band,Видимая полоса
MOD_TITLE_RUSH,Rush,Рывок
MOD_DESC_RUSH,"Scroll speed surges on a schedule — bar-synced or timed bursts (toggle in Parameters). Same chart always rushes in the same spots.","Скачки скорости по расписанию — по тактам или по секундам (переключатель в «Параметрах»). У одной песни рывки всегда в одних местах."
MOD_DESC_RUSH_PARAM_BARS,"Every %d bars from bar %d → up to %d%% scroll.","Каждые %d такта с такта %d → до %d%% прокрутки."
MOD_DESC_RUSH_PARAM_TIME,"Every %d–%d s → up to %d%% scroll.","Всплески каждые %d–%d с → до %d%% прокрутки."
MOD_TITLE_LAST_CHANCE,Last Chance,Последний шанс
MOD_DESC_LAST_CHANCE,"When health hits zero you rewind a few seconds and get one continue; any miss after that ends the run.","При нуле здоровья — отмотка на несколько секунд и одна попытка продолжить; после этого любой промах завершает забег."
MOD_TITLE_GROOVE_ADDICTION,Groove Addiction,Зависимость от грува
MOD_DESC_GROOVE_ADDICTION,"The cleaner you play, the harder the next groovy sections become. Clearing groove sections without mistakes gradually ramps up their difficulty. Mistakes reset the buildup.","Чем чище играешь, тем сложнее становятся следующие грувовые секции. Успешное прохождение таких участков постепенно усиливает их сложность. Ошибки сбрасывают накопление."
MOD_DESC_GROOVE_ADDICTION_PARAM,Current settings: up to tier %d — %d%% scroll / %d%% timing per groove block.,Текущие настройки: до уровня %d — %d%% прокрутка / %d%% тайминг за блок грува.
MOD_TITLE_ENERGY_BALANCE,Energy Balance,Баланс энергии
MOD_DESC_ENERGY_BALANCE,"Timing shifts with the song's energy. Hit windows widen on calm sections and narrow on the most intense ones.","Тайминг меняется вместе с энергией песни. На спокойных участках окна попадания становятся шире, а на самых напряжённых — уже."
MOD_DESC_ENERGY_BALANCE_PARAM,Current settings: calm sections %d%% / intense sections %d%% timing windows.,Текущие настройки: спокойные секции %d%% / напряжённые %d%% окна тайминга.
MOD_ABBR_RU,RU,РВ
MOD_ABBR_LC,LC,ПШ
MOD_ABBR_GA,GA,ЗА
MOD_ABBR_EB,EB,БЭ
MOD_PARAM_RUSH_BAR_MODE,Sync bursts to bar lines,По тактам
MOD_PARAM_RUSH_BARS_INTERVAL,Bars between bursts,Тактов между рывками
MOD_PARAM_RUSH_FIRST_BAR,First burst at bar,Первый рывок на такте
MOD_PARAM_RUSH_SCROLL_BARS,Burst scroll (bars),Скорость всплеска (такты)
MOD_PARAM_RUSH_TIME_INTERVAL_MIN,Min burst interval,Мин. интервал всплеска
MOD_PARAM_RUSH_TIME_INTERVAL_MAX,Max burst interval,Макс. интервал всплеска
MOD_PARAM_RUSH_SCROLL_TIME,Burst scroll (timed),Скорость всплеска (секунды)
MOD_PARAM_RUSH_BURST_DURATION,Burst duration,Длительность всплеска
MOD_PARAM_RUSH_SCROLL,Burst scroll speed,Скорость скролла всплеска
MOD_PARAM_RUSH_RAMP,Burst fade-in/out,Плавность всплеска
MOD_PARAM_HEAT_AFFECT_SONG,Change song speed too,Менять скорость песни
MOD_PARAM_RUSH_AFFECT_SONG,Change song speed too,Менять скорость песни
GAME_NOTICE_SPEED_HEAT,Heat +%d%%,Разгон +%d%%
GAME_NOTICE_SPEED_RUSH,Rush +%d%%,Рывок +%d%%
GAME_NOTICE_SPEED_MOD,%s +%d%%,%s +%d%%
GAME_NOTICE_SPEED_SLOW,Song −%d%%,Трек −%d%%
MOD_PARAM_ENERGY_BALANCE_CALM,Calm section timing,Тайминг спокойных секций
MOD_PARAM_ENERGY_BALANCE_INTENSE,Intense section timing,Тайминг интенсивных секций
MOD_PARAM_GROOVE_ADDICTION_SCROLL,Max groove scroll,Макс. прокрутка на качающих секциях
MOD_PARAM_GROOVE_ADDICTION_TIMING,Max groove timing strictness,Макс. строгость тайминга на качающих секциях
MOD_PARAM_GROOVE_ADDICTION_MAX_TIER,Addiction tiers,Уровни зависимости
GAME_NOTICE_LAST_CHANCE,Last chance — don't miss!,Последний шанс — не промахнись!
GAME_NOTICE_RESUME_REWIND,Rewinding 3 seconds…,Отмотка на 3 секунды…
MOD_ABBR_MO,MO,МТ
MOD_DNA_REQUIRED,Requires Rhythm DNA (.rfd) for this track,Нужна Rhythm DNA (файл .rfd) для этого трека
CONTROLS_LAYOUT_MODE,Active layouts,Активные раскладки
CONTROLS_LAYOUT_PRIMARY,Primary layout only,Только основная раскладка
CONTROLS_LAYOUT_ALT,Alternative layout only,Только альтернативная раскладка
CONTROLS_LAYOUT_BOTH,Both layouts,Обе раскладки
CONTROLS_LAYOUT_DESC,"Choose which key layouts are active during gameplay. Both layouts can be used at the same time.","Выберите, какие раскладки активны в игре. Можно использовать обе одновременно."
CONTROLS_SECTION_PRIMARY,Primary layout,Основная раскладка
CONTROLS_SECTION_ALT,Alternative layout,Альтернативная раскладка
CONTROLS_SECTION_LANES,Lanes,Линии
CONTROLS_SECTION_MEDIATOR,Mediator,Медиатор
CONTROLS_MEDIATOR_UP,Mediator Up,Медиатор вверх
CONTROLS_MEDIATOR_DOWN,Mediator Down,Медиатор вниз
CONTROLS_GH_SECTION,Guitar Hero controller,Контроллер Guitar Hero
CONTROLS_GH_ENABLE,Enable guitar controller,Включить гитарный контроллер
CONTROLS_GH_DESC,"Gameplay only: five colored frets map to lanes; D-Pad up/down are stram (Pick mode); Start pauses, Select skips like Space. Keyboard stays active.","Только в игре: пять цветных ладов — линии; D-Pad вверх/вниз — страм (режим Pick); Start — пауза, Select — пропуск как Пробел. Клавиатура остаётся активной."
CONTROLS_GH_AUTO_DETECT,Auto-detect controller,Автоопределение контроллера
CONTROLS_GH_DEVICE,Controller,Контроллер
CONTROLS_GH_DEVICE_AUTO,Auto (first controller),Авто (первый контроллер)
CONTROLS_GH_DEVICE_NONE,No controller found,Контроллер не найден
CONTROLS_GH_DETECTED,detected,определён
CONTROLS_GH_STATUS,Status: %s,Статус: %s
CONTROLS_GH_STATUS_DISABLED,Guitar controller disabled,Гитарный контроллер выключен
CONTROLS_GH_FRETS,Fret buttons,Кнопки ладов
CONTROLS_GH_COLOR_GREEN,Green,Зелёный
CONTROLS_GH_COLOR_RED,Red,Красный
CONTROLS_GH_COLOR_YELLOW,Yellow,Жёлтый
CONTROLS_GH_COLOR_BLUE,Blue,Синий
CONTROLS_GH_COLOR_ORANGE,Orange,Оранжевый
CONTROLS_GH_STRAM,Stram,Страм
CONTROLS_GH_STRAM_UP,Upper stram,Верхний страм
CONTROLS_GH_STRAM_DOWN,Lower stram,Нижний страм
CONTROLS_GH_SYSTEM,System,Система
CONTROLS_GH_PAUSE,Pause (Start),Пауза (Start)
CONTROLS_GH_SKIP,Skip (Select),Пропуск (Select)
CONTROLS_GH_TEST,Input test,Проверка ввода
CONTROLS_GH_TEST_HINT,Press buttons on the connected controller — lanes light up here.,Нажимайте кнопки на подключённом контроллере — линии подсветятся здесь.
CONTROLS_GH_TEST_IDLE,Waiting for input…,Ждём нажатие…
CONTROLS_GH_TEST_LAST,Last input: %s,Последний ввод: %s
CONTROLS_GH_RESET_KEYS,Reset button bindings,Сбросить назначение кнопок
CONTROLS_GH_REFRESH,Detect controllers,Найти контроллеры
CONTROLS_GH_HINT,Press a controller button to remap · ESC to cancel,Нажмите кнопку на геймпаде для переназначения · ESC — отмена
CONTROLS_GH_TOAST_DETECTED,Guitar detected: %s,Определён контроллер: %s
UPDATE_VERSION_LABEL,Version: %s,Версия: %s
UPDATE_CHECK_BUTTON,Check for updates,Проверить обновления
UPDATE_CHECK_ON_STARTUP,Check for updates on startup,Проверять обновления при запуске
UPDATE_CHECKING,Checking for updates…,Проверка обновлений…
UPDATE_UP_TO_DATE,You have the latest version (%s).,У вас актуальная версия (%s).
UPDATE_AVAILABLE_TITLE,Update available,Доступно обновление
UPDATE_AVAILABLE_TEXT,A new version is available: %s\nYou are on %s.,Вышла новая версия: %s\nУ вас установлена %s.
UPDATE_BTN_OPEN,Open download page,Открыть страницу загрузки
UPDATE_BTN_LATER,Later,Позже
UPDATE_ERROR_NETWORK,Could not check for updates. Check your internet connection.,Не удалось проверить обновления. Проверьте подключение к интернету.
UPDATE_ERROR_PARSE,Could not read update information.,Не удалось прочитать информацию об обновлении.
GENQA_DIALOG_TITLE,Mark generation issue,Отметить проблему генерации
GENQA_DIALOG_HINT,F10 — mark · Shift+F10 — range end · Esc — cancel · Enter/Space — save,F10 — отметить · Shift+F10 — конец интервала · Esc — отмена · Enter/Пробел — сохранить
GENQA_SAVE,Save,Сохранить
GENQA_COMMENT_LABEL,Comment,Комментарий
GENQA_COMMENT_PLACEHOLDER,Optional — what sounds wrong?,Необязательно — что не так со звуком?
GENQA_META_FMT,"%s · %s · %s s · m%d beat %.1f · ★%d · %s","%s · %s · %s с · такт %d доля %.1f · ★%d · %s"
GENQA_SAVED,Issue saved for analysis,Проблема сохранена для разбора
GENQA_ISSUE_MISSING_NOTES,Missing notes,Не хватает нот
GENQA_ISSUE_TOO_MANY,Too many notes,Слишком много нот
GENQA_ISSUE_WRONG_TIMING,Wrong timing,Неверный тайминг
GENQA_ISSUE_BROKEN_PATTERN,Broken pattern,Сломанный паттерн
GENQA_ISSUE_WRONG_DENSITY,Wrong density,Неверная плотность
GENQA_ISSUE_OTHER,Other,Другое
GENQA_UNTIL_END,Until end of track,До конца трека
GENQA_NOTICED_LATE,Noticed late (mark time ≠ problem start),Опоздал с отметкой (время кнопки ≠ начало проблемы)
GENQA_ISSUE_MEASURE_LABEL,Problem around measure (0 = unknown),Проблема около такта (0 = не знаю)
GENQA_DENSITY_FMT,"Chart density: m−1 %d · here %d · m+1 %d · window avg %.1f notes/measure","Плотность чарта: такт−1 %d · здесь %d · такт+1 %d · среднее %.1f нот/такт"
GENQA_RANGE_END_SAVED,Range end saved,Конец интервала сохранён
GENQA_NO_OPEN_MARK,No open mark — press F10 first,Нет открытой отметки — сначала F10
BTN_RHYTHM_DNA,About generation · Beta,О генерации · Бета
DNA_DIALOG_TITLE,Rhythm DNA · Beta,Rhythm DNA · Бета
DNA_DIALOG_SUBTITLE,Generation passport,Паспорт генерации
DNA_EMPTY,No generation report for this chart yet.,Для этой карты пока нет отчёта о генерации.
DNA_TOOLTIP_UNAVAILABLE,Generate notes on an updated server to receive the report.,Сгенерируйте ноты на обновлённом сервере — отчёт появится после генерации.
DNA_TOOLTIP_OPEN,Open generation report,Открыть отчёт о генерации
DNA_TOAST_UNAVAILABLE,No server report yet. Generate notes again — the server will send Rhythm DNA.,Отчёта с сервера пока нет. Перегенерируйте ноты — сервер передаст Rhythm DNA.
DNA_UI_TRACK_STRUCTURE,Track structure,Структура трека
DNA_UI_STRUCTURE_PLACEHOLDER,Section timeline and waveform — coming in a future update.,Таймлайн секций и waveform — в следующих версиях.
DNA_HINT_REMOVED_SECTION,Weak section events,Слабые события в секциях
DNA_HINT_REMOVED_CLUSTER,Dense clusters,Плотные кластеры
DNA_HINT_REMOVED_SALIENCE,Low-salience hits,Мало значимые удары
DNA_HINT_REMOVED_PLAYABILITY,Impossible transitions,Невозможные переходы
DNA_HINT_ADDED_ENTRY,Drum entry recovery,Восстановление входа ударных
DNA_HINT_ADDED_FILL,Fill-zone restoration,Восстановление fill-зон
DNA_HINT_SAVED_PATTERN,Repeating patterns,Повторяющиеся паттерны
DNA_HINT_SAVED_DYNAMICS,Natural dynamics,Естественная динамика
DNA_FOUND_ACTIVITY_ONLY,Weak percussion — kept %d chart hits from overall activity.,Слабая перкуссия — сохранено %d ударов по общей активности трека.
DNA_WARN_NO_DRUMS_CHART,Almost no drums detected (%d notes). Map follows weak rhythmic activity — quality may differ.,Ударных почти нет (%d нот). Карта по слабой ритмической активности — результат может отличаться.
DNA_SEG_QUIET,Quiet,Тихо
DNA_SEG_SPARSE,Sparse,Редко
DNA_SEG_STEADY,Steady groove,Стабильный грув
DNA_SEG_DENSE,Dense,Плотно
DNA_SEG_LOUD_QUIET,Loud mix / weak drums,Громкий микс / слабые ударные
DNA_ROLE_INTRO,Intro,Вступление
DNA_ROLE_BODY,Body,Основная часть
DNA_ROLE_PEAK,Peak,Пик
DNA_ROLE_VERSE,Verse,Куплет
DNA_ROLE_CHORUS,Chorus,Припев
DNA_ROLE_BRIDGE,Bridge,Бридж
DNA_ROLE_BREAKDOWN,Breakdown,Брейкдаун
DNA_ROLE_SOLO,Solo,Соло
DNA_ROLE_OUTRO,Outro,Финал
DNA_UI_TIMELINE_NOTES_FMT,%d notes,%d нот
DNA_DONUT_HINT,Net pipeline change — same units as “What I did”.,"Нетто по конвейеру — те же единицы, что в «Что сделано»."
DNA_DONUT_GROSS_ADDED_FMT,Recovery steps +%d (net %d),Шаги восстановления +%d (нетто %d)
DNA_UI_WHAT_I_DID_HINT,Net result: source events → final chart.,Итог конвейера: исходные события → финальная карта.
DNA_UI_SAVED_HINT,Final notes in chart,Итоговые ноты в карте
DNA_UI_DECISION_GENE,Decision gene,Ген решений
DNA_DONUT_DECISIONS,decisions,решений
DNA_DONUT_REMOVED,Removed,Удалено
DNA_DONUT_ADDED,Added,Добавлено
DNA_DONUT_CORRECTED,Corrected,Исправлено
DNA_DONUT_SAVED,Saved,Сохранено
DNA_UI_BLOCKS_PATTERN_FMT,Pattern blocks: %s,Блоки паттерна: %s
DNA_UI_BLOCK_FMT,Block %s,Блок %s
DNA_UI_TIMELINE_EXPAND_FMT,Show %d more segments,Показать ещё %d
DNA_UI_TIMELINE_COLLAPSE,Show fewer segments,Свернуть список
DNA_UI_TIMELINE_LOUD_QUIET_TIP,Loud mix with weak drums — matches structure warnings.,Громкий микс при слабых ударных — совпадает с предупреждениями.
DNA_CONFIDENCE_OVERALL_TIP,ADTof signal + chart density + genre tag − penalties per warning.,Сигнал ADTof + плотность карты + жанр из тегов − штраф за каждое предупреждение.
DNA_CONFIDENCE_DRUM_TIP,Strength of kick/snare detection in ADTof.,Сила детекции kick/snare в ADTof.
DNA_CONFIDENCE_BEAT_TIP,High when BPM was detected reliably.,"Высокая, если BPM определён уверенно."
DNA_CONFIDENCE_GENRE_TIP,"Based on genre metadata tag, not audio classification.","По тегу жанра в метаданных, не по анализу аудио."
DNA_CONFIDENCE_PATTERN_TIP,Higher when the final chart has more rhythmic events.,"Выше, когда в финальной карте больше ритм-событий."
DNA_BADGE_WEAK_PERCUSSION,Weak percussion,Слабая перкуссия
DNA_BADGE_WEAK_PERCUSSION_TIP,Drums are unreliable for this track — see Rhythm DNA.,Ударные ненадёжны для этого трека — см. Rhythm DNA.
DNA_UI_PERCUSSION_LOW,Drums not reliable for this track,Ударные ненадёжны для этого трека
DNA_UI_ANALYSIS_CONFIDENCE,Analysis confidence,Уверенность анализа
DNA_UI_LANES_FMT,%d lanes,%d линий
DNA_UI_NOTES_FMT,%d notes,%d нот
DNA_UI_WHAT_I_DID,What I did,Что сделано
DNA_UI_REMOVED,Removed,Удалено
DNA_UI_ADDED,Added,Добавлено
DNA_UI_SAVED,Saved,Сохранено
DNA_UI_TRACK_GENES,Track genes,Гены трека
DNA_UI_STRUCTURE_GENE,Structure gene,Ген структуры
DNA_UI_ADTOF,Drum detection (ADTof),Детекция ударных (ADTof)
DNA_UI_ADTOF_KICK_SNARE_FMT,kick %d · snare %d,kick %d · snare %d
DNA_UI_MEASURES_FMT,%d measures,%d тактов
DNA_UI_MIX_DRUM_RATIO_FMT,mix/drum ratio %.2f,микс/барабаны %.2f
DNA_UI_QUIET_DRUM_FMT,%d quiet-drum windows,%d участков тихих ударных
DNA_WARN_CLIENT_FALLBACK,Server did not send a full report — this is a local summary from the saved chart.,Сервер не прислал полный отчёт — это локальная сводка по сохранённой карте.
DNA_WARN_LEGACY_CHART,Report created from the existing chart — regenerate for a full server report.,Отчёт собран по текущей карте — для полного серверного отчёта перегенерируйте.
DNA_TRACK_FMT,%s — %s,%s — %s
DNA_META_BPM_FMT,%d BPM,%d BPM
DNA_META_GENRE_FMT,genre %s,жанр %s
DNA_SECTION_FOUND,What I found:,Что обнаружено:
DNA_SECTION_PIPELINE,Pipeline:,Конвейер:
DNA_PIPELINE_SIMPLE_FMT,Final chart: %d notes,Итоговая карта: %d нот
DNA_PIPELINE_LINE_FMT,Source events: %d,Исходных событий: %d
DNA_PIPELINE_LINE2_FMT,Before sections: %d · after sections: %d,До секций: %d · после секций: %d
DNA_PIPELINE_LINE3_FMT,Final: %d events (%d notes),Финал: %d событий (%d нот)
DNA_PIPELINE_DELTA_FMT,Removed %d · added %d net,Удалено %d · добавлено %d
DNA_SECTION_DECISIONS,My decisions:,Мои решения:
DNA_SECTION_RHYTHM,Rhythm gene:,Ритм-ген:
DNA_SECTION_WARNINGS,Warnings:,Предупреждения:
DNA_SECTION_CONFIDENCE,Analysis confidence:,Уверенность анализа:
DNA_GENE_KIT_DETECTED,Drum kit detected,Обнаружена ударная установка
DNA_GENE_GROOVE_FMT,Groove stability: %s,Стабильность грува: %s
DNA_GENE_FILL_FMT,Fill density: %s,Плотность филлов: %s
DNA_LEVEL_HIGH,High,Высокая
DNA_LEVEL_MEDIUM,Medium,Средняя
DNA_LEVEL_LOW,Low,Низкая
DNA_CONFIDENCE_OVERALL,Overall,Общая
DNA_CONFIDENCE_DRUM,Drum detection,Детекция ударных
DNA_CONFIDENCE_BEAT,Beat tracking,Отслеживание бита
DNA_CONFIDENCE_GENRE,Genre,Жанр
DNA_CONFIDENCE_PATTERN,Patterns,Паттерны
DNA_CONFIDENCE_OVERALL_FMT,Overall: %d%%,Общая: %d%%
DNA_CONFIDENCE_DRUM_FMT,Drum detection: %d%%,Детекция ударных: %d%%
DNA_CONFIDENCE_BEAT_FMT,Beat tracking: %d%%,Отслеживание бита: %d%%
DNA_CONFIDENCE_GENRE_FMT,Genre: %d%%,Жанр: %d%%
DNA_CONFIDENCE_PATTERN_FMT,Pattern: %d%%,Паттерны: %d%%
DNA_FOOTER,Rhythm DNA explains the result in plain language — not every internal algorithm.,Rhythm DNA объясняет результат простым языком — не каждый внутренний алгоритм.
DNA_FOUND_KIT,Classic drum kit pattern,Классическая ударная установка
DNA_FOUND_BPM,Stable tempo: %d BPM,Стабильный темп: %d BPM
DNA_FOUND_GROOVE,Repeating drum groove,Повторяющийся барабанный грув
DNA_WARN_LOW_PERCUSSION,Track has almost no percussion (%d events) — map may lack micro-dynamics.,В треке почти нет перкуссии (%d событий) — карта может быть «плоской».
DNA_WARN_SPARSE_CHART,Very sparse chart (%d events).,Очень редкая карта (%d событий).
DNA_WARN_QUIET_DRUM_SECTIONS,%d sections with loud mix but quiet drums.,%d участков: громкий микс при тихих ударных.
DNA_WARN_SNARE_WEAK,Snare/clap signal is weak for this genre.,Сигнал snare/clap слабый для этого жанра.
DNA_DEC_SECTION_PASS,Section pass removed %d weak events.,Секционный проход убрал %d слабых событий.
DNA_DEC_SALIENCE,Salience filter removed %d of %d rhythm hits.,Фильтр значимости убрал %d из %d ударов.
DNA_DEC_FILL_ZONE,Fill-zone logic touched %d core + %d halo measures.,Fill-zone: %d core + %d halo тактов.
DNA_DEC_DRUM_ENTRY,Drum entry recovery added %d events.,Drum entry восстановил %d событий.
DNA_DEC_PLAYABILITY,Playability linter removed %d impossible hits.,Playability-linter убрал %d невозможных ударов.
DNA_DEC_CLUSTER,Cluster/merge pass removed %d extra events.,Кластер/merge убрал %d лишних событий.
DNA_DEC_MINIMAL,Minimal cleanup — chart kept close to detected hits.,Минимальная правка — карта близка к детекции.
PROFILE_SHARE_AVG_DIFFICULTY,Avg. difficulty,Ср. сложность
PROFILE_SHARE_BEST_GRADE,Best grade: %s,Лучшая оценка: %s
PROFILE_SHARE_BEST_MASTERY,Best mastery: Lv.%d,Лучшее мастерство: ур.%d
PROFILE_SHARE_CARD_ACCURACY,Accuracy,Точность
PROFILE_SHARE_CARD_GRADES,Grades,Оценки
PROFILE_SHARE_CARD_MUSIC,Music profile,Музыка
PROFILE_SHARE_CARD_OVERVIEW,Overview,Обзор
PROFILE_SHARE_CARD_PROGRESS,Progress,Прогресс
PROFILE_SHARE_CARD_RECORDS,Records,Рекорды
PROFILE_SHARE_CARD_PLAY_MODES,Play modes,Режимы
PROFILE_SHARE_CARD_STATISTICS,Statistics,Статистика
PROFILE_SHARE_COLLECTION_LEADERS,Genre mastery,Мастерство жанров
PROFILE_SHARE_DAILY_QUESTS,Daily quests,Ежед. квесты
PROFILE_SHARE_DAYS_IN_GAME,Days in game,Дней в игре
PROFILE_SHARE_EXPORT_ALL_OK,Saved %d cards to %s,Сохранено %d карточек в %s
PROFILE_SHARE_EXPORT_ERR_BROWSER,Edge/Chrome not found for HTML render,Не найден Edge/Chrome для HTML-рендера
PROFILE_SHARE_EXPORT_ERR_HTML,HTML card templates missing,Не найдены HTML-шаблоны карточек
